r2,max_error,mean_absolute_error,mean_squared_error,file,encode,model
-0.4283119986591779,1.4583787437124824,0.31479190388951367,0.2581644263504469,o_n_-_-.npy,True,linear
-0.05819914577182472,0.8694071977941966,0.3119906603608528,0.19126729712357768,o_n_x_t.npy,True,linear
-0.020040984218984814,0.9230548582332352,0.30129783230320456,0.18437028869886077,o_c_v_t.npy,True,linear
-0.03797961945613437,0.8698677872692943,0.3067158344793808,0.1876126597493428,i_c_v_t.npy,True,linear
-0.05638647054155066,0.8664899696343158,0.3090406376428888,0.1909396598416514,o_n_x_p.npy,True,linear
-0.04818650853031725,0.8775004056340512,0.30782248811189217,0.18945753374405314,o_n_-_t.npy,True,linear
-0.18279342317615854,1.0296620591220345,0.27569867095194195,0.21378745391203413,i_n_-_-.npy,True,linear
-0.052813955793812095,0.928420807760713,0.3075104448875269,0.19029393522311971,i_n_v_t.npy,True,linear
-0.054792840582206015,0.8648212478084291,0.3106296320801287,0.19065161453736543,i_c_v_p.npy,True,linear
-0.05704096240234824,0.8707259288688687,0.30827595345580044,0.19105795788574292,i_n_v_p.npy,True,linear
-0.05246450044572004,0.8633377405965695,0.3103689654306154,0.19023077189496734,i_n_-_p.npy,True,linear
-0.05557427725816377,0.86541584628703,0.3106568343155848,0.1907928575930614,i_c_x_p.npy,True,linear
-0.052994968864349845,0.8652889982615147,0.31045716339067114,0.1903266529595535,o_c_-_p.npy,True,linear
-0.04871147580747648,0.8644334215898929,0.3117209634248641,0.18955242048874743,o_c_x_p.npy,True,linear
-0.053853849586119606,0.8626865446611967,0.310606143284168,0.19048189386563516,i_c_-_p.npy,True,linear
-0.37511084263684524,1.166535681089683,0.32503149738970133,0.24854842792812776,i_n_v_-.npy,True,linear
-0.09901244227088357,0.9956016350706524,0.3075925984458002,0.19864421567361532,i_n_x_t.npy,True,linear
-0.05556503538339164,0.8676287654861656,0.31057150357297764,0.19079118714339693,o_n_v_t.npy,True,linear
-0.2929488585291822,1.0904468350586813,0.30737713534556327,0.23369781999731054,i_c_v_-.npy,True,linear
-0.04718154731433355,0.8628377954572477,0.3109757110158285,0.18927588909213364,i_n_x_p.npy,True,linear
-0.05146639982772583,0.8605790879206356,0.31025105276671044,0.19005036728188113,i_c_v_s.npy,True,linear
-0.05209561766377946,0.8626079105998008,0.31076337338585625,0.19016409709850857,o_n_v_p.npy,True,linear
-0.0505782351378774,0.8720785713748249,0.31125318615092035,0.1898898333594085,o_c_v_s.npy,True,linear
-0.36826035586686845,1.3759312087761864,0.31016327166770474,0.2473102166767677,o_c_v_-.npy,True,linear
-0.3754711121523011,1.4012557385393083,0.32721670066062164,0.24861354589456405,o_n_x_-.npy,True,linear
-0.05137969529547681,0.8611560878467599,0.31000957270203294,0.1900346956178112,i_c_x_s.npy,True,linear
-0.05405376855664579,0.8632351981820469,0.30984247726366165,0.19051802880421362,o_n_v_s.npy,True,linear
-0.09524089316755857,0.9725147595435701,0.3303857028232948,0.19796251600881765,i_c_x_t.npy,True,linear
-0.06541072162861217,0.9198809689937553,0.3082987965096575,0.19257077447719367,i_n_-_t.npy,True,linear
-0.5019605503659514,1.389942629104131,0.32928965379582004,0.27147624906198975,i_n_x_-.npy,True,linear
