accuracy,balanced_accuracy,precision,recall,f1,file,encode,model
0.7777777777777778,0.5,0.0,0.0,0.0,o_n_v_t.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,o_n_x_p.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_x_s.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_-_s.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_v_s.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,i_c_x_p.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,o_c_-_p.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_v_s.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,o_c_v_-.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,i_n_v_t.npy,False,svm
0.7777777777777778,0.5,0.0,0.0,0.0,i_c_-_t.npy,False,svm
0.8611111111111112,0.8214285714285714,0.6666666666666666,0.75,0.7058823529411765,o_n_-_-.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_v_s.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_-_s.npy,False,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_-_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_x_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_-_t.npy,True,svm
0.8333333333333334,0.8035714285714286,0.6,0.75,0.6666666666666665,o_c_x_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_-_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_-_p.npy,True,svm
0.8333333333333334,0.8035714285714286,0.6,0.75,0.6666666666666665,o_n_v_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_x_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_x_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_x_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_n_v_s.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_x_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_v_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_c_x_t.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_v_p.npy,True,svm
0.7777777777777778,0.8125,0.5,0.875,0.6363636363636364,i_c_-_-.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,o_c_x_p.npy,True,svm
0.2222222222222222,0.5,0.2222222222222222,1.0,0.3636363636363636,i_n_x_s.npy,True,svm
0.8333333333333334,0.8482142857142857,0.5833333333333334,0.875,0.7000000000000001,i_n_x_-.npy,True,svm
